Kabupaten Aceh Jaya,Jaya,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Besar,Kota Jantho,50000,2-3,43000,3-6,0,Daerah Istimewa Aceh
Kabupaten Aceh Besar,Ingin Jaya,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Besar,Lembah Seulawah,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Barat Daya,Tangan-Tangan,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Besar,Mesjid Raya,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Besar,Krueng Barona Jaya,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Besar,Kota Malaka (Kuta Malaka),63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Selatan,Kluet Tengah,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Besar,Suka Makmur,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Besar,Simpang Tiga,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Selatan,Bakongan Timur,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Besar,Mantasiek (Montasik),63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Besar,Peukan Bada,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Jaya,Teunom,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Jaya,Krueng Sabee,50000,2-3,43000,3-6,0,Daerah Istimewa Aceh
Kabupaten Aceh Selatan,Kluet Utara,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Selatan,Pasie Raja,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Selatan,Bakongan,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Selatan,Sawang,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Besar,Seulimeum,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Selatan,Sama Dua,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Jaya,Sampoiniet,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Selatan,Labuhan Haji Timur,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Selatan,Kluet Timur,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Selatan,Trumon,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Selatan,Tapak Tuan,50000,2-3,43000,3-6,0,Daerah Istimewa Aceh
Kabupaten Aceh Selatan,Meukek,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Jaya,Setia Bakti,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Singkil,Singkil Utara,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Singkil,Pulau Banyak,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Selatan,Labuhan Haji,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tamiang,Bendahara,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tamiang,Kejuruan Muda,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Singkil,Gunung Meriah (Mariah),63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tamiang,Rantau,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Singkil,Singkil,50000,2-3,43000,3-6,0,Daerah Istimewa Aceh
Kabupaten Aceh Singkil,Kota Baharu,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Singkil,Simpang Kanan,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Selatan,Labuhan Haji Barat,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tamiang,Karang Baru,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Selatan,Trumon Timur,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tengah,Atu Lintang,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tengah,Bies,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tengah,Jagong Jeget,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tengah,Bebesen,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tamiang,Tamiang Hulu,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tamiang,Kota Kuala Simpang,50000,2-3,43000,3-6,0,Daerah Istimewa Aceh
Kabupaten Aceh Singkil,Danau Paris,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tengah,Rusip Antara,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Singkil,Singkohor,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tengah,Celala,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tenggara,Babul Rahmah,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tengah,Linge,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tengah,Pegasing,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tenggara,Darul Hasanah,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tengah,Kute Panang,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tengah,Bintang,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tamiang,Seruway,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tengah,Silih Nara,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tenggara,Babul Makmur,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tenggara,Lawe Sigala-Gala,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tenggara,Bukit Tusam,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Timur,Banda Alam,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Timur,Darul Aman,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tenggara,Bambel,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tengah,Kebayakan,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Timur,Birem Bayeun,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tenggara,Babussalam,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tengah,Ketol,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tenggara,Lawe Alas,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tenggara,Lawe Bulan,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Timur,Pante Bidari (Beudari),63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Timur,Madat,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Timur,Idi Rayeuk,50000,2-3,43000,3-6,0,Daerah Istimewa Aceh
Kabupaten Aceh Timur,Nurussalam,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tenggara,Semadam,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Timur,Julok,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Tenggara,Badar,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Timur,Darul Iksan (Ihsan),63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Timur,Simpang Ulim,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Timur,Peureulak,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Timur,Peudawa,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Timur,Indra Makmur,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Utara,Kuta Makmur,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Timur,Simpang Jernih,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Timur,Ranto Peureulak,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Timur,Peureulak Barat,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Utara,Langkahan,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Timur,Sungai Raya,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Utara,Baktiya Barat,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Utara,Baktiya,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Utara,Paya Bakong,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Utara,Samudera,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Timur,Rantau Selamat,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Timur,Idi Tunong,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Utara,Matangkuli,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Agam,Banuhampu,52000,3-6,45000,4-7,0,Sumatera Barat
Kabupaten Aceh Timur,Peureulak Timur,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Utara,Muara Batu,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Utara,Meurah Mulia,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Utara,Lhoksukon,50000,2-3,43000,3-6,0,Daerah Istimewa Aceh
Kabupaten Aceh Utara,Tanah Pasir,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Utara,Tanah Luas,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Agam,Ampek Nagari (IV Nagari ),52000,3-6,45000,4-7,0,Sumatera Barat
Kabupaten Aceh Utara,Dewantara,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Utara,Cot Girek,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Utara,Seunuddon (Seunudon),63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Agam,Palupuh,52000,3-6,45000,4-7,0,Sumatera Barat
Kabupaten Aceh Utara,Sawang,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Utara,Syamtalira Aron,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Utara,Simpang Kramat (Keramat),63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Aceh Utara,Nisam,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Agam,Matur,52000,3-6,45000,4-7,0,Sumatera Barat
Kabupaten Agam,Palembayan,52000,3-6,45000,4-7,0,Sumatera Barat
Kabupaten Aceh Utara,Nibong,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Alor,Alor Selatan,128000,10,0,NULL,0,Nusa Tenggara Timur (NTT)
Kabupaten Agam,Candung,52000,3-6,45000,4-7,0,Sumatera Barat
Kabupaten Alor,Alor Timur Laut,128000,10,0,NULL,0,Nusa Tenggara Timur (NTT)
Kabupaten Agam,Baso,52000,3-6,45000,4-7,0,Sumatera Barat
Kabupaten Aceh Utara,Tanah Jambo Aye,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Alor,Alor Timur,128000,10,0,NULL,0,Nusa Tenggara Timur (NTT)
Kabupaten Alor,Alor Tengah Utara,128000,10,0,NULL,0,Nusa Tenggara Timur (NTT)
Kabupaten Agam,Tilatang Kamang,52000,3-6,45000,4-7,0,Sumatera Barat
Kabupaten Agam,Tanjung Mutiara,52000,3-6,45000,4-7,0,Sumatera Barat
Kabupaten Aceh Utara,Syamtalira Bayu,63000,3-6,54000,4-7,0,Daerah Istimewa Aceh
Kabupaten Agam,Tanjung Raya,52000,3-6,45000,4-7,0,Sumatera Barat
Kabupaten Agam,Sungai Pua (Puar),52000,3-6,45000,4-7,0,Sumatera Barat
Kabupaten Agam,Lubuk Basung,41000,2-3,35000,3-6,0,Sumatera Barat
Kabupaten Alor,Pantar,128000,10,0,NULL,0,Nusa Tenggara Timur (NTT)
Kabupaten Asahan,Air Batu,59000,3-6,51000,4-7,0,Sumatera Utara
Kabupaten Asahan,Aek Kuasan,59000,3-6,51000,4-7,0,Sumatera Utara
Kota Ambon,Nusaniwe (Nusanive),51000,1-2,44000,3-5,0,Maluku
Kota Ambon,Baguala,51000,1-2,44000,3-5,0,Maluku
Kota Ambon,Leitimur Selatan,51000,1-2,44000,3-5,0,Maluku
Kabupaten Agam,Kamang Magek,52000,3-6,45000,4-7,0,Sumatera Barat
Kabupaten Asahan,Pulau Rakyat,59000,3-6,51000,4-7,0,Sumatera Utara
Kabupaten Alor,Alor Barat Laut,128000,10,0,NULL,0,Nusa Tenggara Timur (NTT)
Kabupaten Asahan,Bandar Pulau,59000,3-6,51000,4-7,0,Sumatera Utara
Kabupaten Asahan,Meranti,59000,3-6,51000,4-7,0,Sumatera Utara
Kabupaten Asahan,Tanjung Balai,47000,2-3,40000,3-6,0,Sumatera Utara
Kabupaten Alor,Teluk Mutiara,85000,5-9,73000,6-10,0,Nusa Tenggara Timur (NTT)
Kabupaten Asahan,Simpang Empat,59000,3-6,51000,4-7,0,Sumatera Utara
Kabupaten Asahan,Buntu Pane,59000,3-6,51000,4-7,0,Sumatera Utara
Kabupaten Asahan,Bandar Pasir Mandoge,59000,3-6,51000,4-7,0,Sumatera Utara
Kabupaten Alor,Alor Barat Daya,128000,10,0,NULL,0,Nusa Tenggara Timur (NTT)
Kabupaten Asmat,Fayit,151000,5-9,129000,6-10,0,Papua
Kabupaten Alor,Pantar Barat,128000,10,0,NULL,0,Nusa Tenggara Timur (NTT)
Kabupaten Asahan,Air Joman,59000,3-6,51000,4-7,0,Sumatera Utara
Kota Ambon,Teluk Ambon,51000,1-2,44000,3-5,0,Maluku
Kabupaten Asahan,Sei Kepayang,59000,3-6,51000,4-7,0,Sumatera Utara
Kota Ambon,Sirimau,51000,1-2,44000,3-5,0,Maluku
Kabupaten Asmat,Agats,120000,3-5,102000,5-9,0,Papua
Kabupaten Asahan,Kisaran Barat Kota,59000,3-6,51000,4-7,0,Sumatera Utara
Kabupaten Asmat,Suator,151000,5-9,129000,6-10,0,Papua
Kabupaten Asmat,Atsy / Atsj,151000,5-9,129000,6-10,0,Papua
Kabupaten Balangan,Juai,54000,5-7,46000,6-8,0,Kalimantan Selatan
Kabupaten Balangan,Halong,54000,5-7,46000,6-8,0,Kalimantan Selatan
Kabupaten Asahan,Kisaran Timur Kota,59000,3-6,51000,4-7,0,Sumatera Utara
Kabupaten Asmat,Akat,151000,5-9,129000,6-10,0,Papua
Kabupaten Badung,Kuta,20000,1-2,17000,2-3,28000,Bali
Kota Balikpapan,Balikpapan Utara,30000,1-2,26000,3-5,37000,Kalimantan Timur
Kota Balikpapan,Balikpapan Timur,30000,1-2,26000,3-5,37000,Kalimantan Timur
Kabupaten Balangan,Awayan,54000,5-7,46000,6-8,0,Kalimantan Selatan
Kabupaten Badung,Abiansemal,36000,3-6,31000,4-7,0,Bali
Kabupaten Balangan,Batu Mandi,54000,5-7,46000,6-8,0,Kalimantan Selatan
Kota Bandar Lampung,Bumi Waras,19000,1-2,17000,2-3,26000,Lampung
Kota Balikpapan,Balikpapan Selatan,30000,1-2,26000,3-5,37000,Kalimantan Timur
Kota Banda Aceh,Ulee Kareng,33000,1-2,29000,2-3,0,Daerah Istimewa Aceh
Kabupaten Asmat,Pantai Kasuari,151000,5-9,129000,6-10,0,Papua
Kota Balikpapan,Balikpapan Tengah,30000,1-2,26000,3-5,37000,Kalimantan Timur
Kabupaten Balangan,Paringin,43000,3-5,37000,5-7,0,Kalimantan Selatan
Kota Bandar Lampung,Sukarame,19000,1-2,17000,2-3,26000,Lampung
Kabupaten Badung,Mengwi,28000,2-3,24000,3-6,0,Bali
Kabupaten Balangan,Lampihong,54000,5-7,46000,6-8,0,Kalimantan Selatan
Kota Bandar Lampung,Sukabumi,19000,1-2,17000,2-3,26000,Lampung
Kota Banda Aceh,Meuraxa,33000,1-2,29000,2-3,0,Daerah Istimewa Aceh
Kabupaten Badung,Kuta Selatan,20000,1-2,17000,2-3,28000,Bali
Kota Banda Aceh,Kuta Alam,33000,1-2,29000,2-3,0,Daerah Istimewa Aceh
Kota Banda Aceh,Syiah Kuala,33000,1-2,29000,2-3,0,Daerah Istimewa Aceh
Kota Banda Aceh,Banda Raya,33000,1-2,29000,2-3,0,Daerah Istimewa Aceh
Kabupaten Bandung,Arjasari,7000,1-2,6000,2-3,0,Jawa Barat
Kota Balikpapan,Balikpapan Barat,30000,1-2,26000,3-5,37000,Kalimantan Timur
Kabupaten Asmat,Sawa Erma,151000,5-9,129000,6-10,0,Papua
Kota Banda Aceh,Baiturrahman,33000,1-2,29000,2-3,0,Daerah Istimewa Aceh
Kota Bandar Lampung,Way Halim,19000,1-2,17000,2-3,26000,Lampung
Kota Bandar Lampung,Panjang,19000,1-2,17000,2-3,26000,Lampung
Kota Bandar Lampung,Kemiling,19000,1-2,17000,2-3,26000,Lampung
Kota Bandar Lampung,Rajabasa,19000,1-2,17000,2-3,26000,Lampung
Kota Bandar Lampung,Kedamaian,19000,1-2,17000,2-3,26000,Lampung
Kabupaten Bandung,Cimeunyan,7000,1-2,6000,2-3,0,Jawa Barat
Kota Banda Aceh,Kuta Raja,33000,1-2,29000,2-3,0,Daerah Istimewa Aceh
Kota Bandar Lampung,Enggal,19000,1-2,17000,2-3,26000,Lampung
Kabupaten Badung,Petang,36000,3-6,31000,4-7,0,Bali
Kota Bandar Lampung,Telukbetung Timur,19000,1-2,17000,2-3,26000,Lampung
Kabupaten Bandung,Cimaung,7000,1-2,6000,2-3,0,Jawa Barat
Kota Banda Aceh,Jaya Baru,33000,1-2,29000,2-3,0,Daerah Istimewa Aceh
Kota Bandar Lampung,Tanjung Senang,19000,1-2,17000,2-3,26000,Lampung
Kota Bandar Lampung,Telukbetung Utara,19000,1-2,17000,2-3,26000,Lampung
Kota Bandar Lampung,Tanjung Karang Pusat,19000,1-2,17000,2-3,26000,Lampung
Kabupaten Bandung,Margahayu,7000,1-2,6000,2-3,9000,Jawa Barat
Kota Bandar Lampung,Labuhan Ratu,19000,1-2,17000,2-3,26000,Lampung
Kota Balikpapan,Balikpapan Kota,30000,1-2,26000,3-5,37000,Kalimantan Timur
Kota Bandar Lampung,Tanjung Karang Barat,19000,1-2,17000,2-3,26000,Lampung
Kabupaten Bandung,Cilengkrang,7000,1-2,6000,2-3,9000,Jawa Barat
Kabupaten Bandung,Margaasih,11000,3-6,10000,4-7,16000,Jawa Barat
Kota Bandar Lampung,Kedaton,19000,1-2,17000,2-3,26000,Lampung
Kabupaten Bandung,Cangkuang,7000,1-2,6000,2-3,9000,Jawa Barat
Kabupaten Bandung,Cileunyi,7000,1-2,6000,2-3,9000,Jawa Barat
Kabupaten Bandung,Banjaran,7000,1-2,6000,2-3,9000,Jawa Barat
Kabupaten Bandung,Soreang,7000,1-2,6000,2-3,9000,Jawa Barat
Kota Bandar Lampung,Telukbetung Barat,19000,1-2,17000,2-3,26000,Lampung
Kota Banda Aceh,Lueng Bata,33000,1-2,29000,2-3,0,Daerah Istimewa Aceh
Kabupaten Bandung,Baleendah,7000,1-2,6000,2-3,9000,Jawa Barat
Kabupaten Bandung,Solokan Jeruk,7000,1-2,6000,2-3,9000,Jawa Barat
Kabupaten Bandung,Kutawaringin,7000,1-2,6000,2-3,9000,Jawa Barat
Kota Bandar Lampung,Tanjung Karang Timur,19000,1-2,17000,2-3,26000,Lampung
Kabupaten Bandung,Ibun,7000,1-2,6000,2-3,0,Jawa Barat
Kabupaten Bandung,Majalaya,9000,2-3,8000,3-6,14000,Jawa Barat
Kabupaten Bandung,Ciwidey,11000,3-6,10000,3-6,0,Jawa Barat
Kota Bandung,Bojongloa Kaler,7000,1-2,6000,2-3,9000,Jawa Barat
Kabupaten Bandung,Cicalengka,7000,1-2,6000,2-3,0,Jawa Barat
Kota Bandar Lampung,Langkapura,19000,1-2,17000,2-3,26000,Lampung
Kabupaten Bandung,Ciparay,7000,1-2,6000,2-3,9000,Jawa Barat
Kota Bandung,Batununggal,7000,1-2,6000,2-3,9000,Jawa Barat
Kabupaten Bandung,Ranca Bali,11000,3-6,10000,4-7,0,Jawa Barat
Kabupaten Bandung,Bojongsoang,7000,1-2,6000,2-3,9000,Jawa Barat
Kabupaten Bandung,Pangalengan,11000,3-6,10000,4-7,0,Jawa Barat
Kabupaten Bandung,Pacet,11000,3-6,10000,4-7,0,Jawa Barat
Kabupaten Bandung,Rancaekek,7000,1-2,6000,2-3,9000,Jawa Barat
Kota Bandung,Gedebage,7000,1-2,6000,2-3,9000,Jawa Barat
Kabupaten Bandung,Katapang,7000,1-2,6000,2-3,9000,Jawa Barat
Kota Bandar Lampung,Telukbetung Selatan,19000,1-2,17000,2-3,26000,Lampung
Kabupaten Bandung,Nagreg,11000,3-6,10000,4-7,0,Jawa Barat
Kota Bandung,Coblong,7000,1-2,6000,2-3,9000,Jawa Barat
Kota Bandung,Bandung Kulon,7000,1-2,6000,2-3,9000,Jawa Barat
Kabupaten Bandung,Dayeuhkolot,7000,1-2,6000,2-3,9000,Jawa Barat
Kota Bandung,Astana Anyar,7000,1-2,6000,2-3,9000,Jawa Barat
Kota Bandung,Bandung Wetan,7000,1-2,6000,2-3,9000,Jawa Barat
Kota Bandung,Ujung Berung,7000,1-2,6000,2-3,9000,Jawa Barat
Kota Bandung,Antapani (Cicadas),7000,1-2,6000,2-3,9000,Jawa Barat
Kabupaten Bandung,Paseh,11000,3-6,10000,4-7,0,Jawa Barat
Kabupaten Bandung Barat,Lembang,7000,1-2,6000,2-3,9000,Jawa Barat
Kabupaten Bandung,Pameungpeuk,7000,1-2,6000,2-3,0,Jawa Barat
Kabupaten Bandung,Cikancung,7000,1-2,6000,2-3,0,Jawa Barat
Kota Bandung,Andir,7000,1-2,6000,2-3,9000,Jawa Barat
Kota Bandung,Cibeunying Kidul,7000,1-2,6000,2-3,9000,Jawa Barat
Kota Bandung,Cinambo,7000,1-2,6000,2-3,9000,Jawa Barat
Kota Bandung,Buahbatu (Margacinta),7000,1-2,6000,2-3,9000,Jawa Barat
Kota Bandung,Cidadap,7000,1-2,6000,2-3,9000,Jawa Barat
Kota Bandung,Sumur Bandung,7000,1-2,6000,2-3,9000,Jawa Barat
Kota Bandung,Babakan Ciparay,7000,1-2,6000,2-3,9000,Jawa Barat
Kabupaten Banggai,Batui,74000,5-7,63000,6-8,0,Sulawesi Tengah
Kota Bandung,Sukasari,7000,1-2,6000,2-3,9000,Jawa Barat
Kota Bandung,Cibiru,7000,1-2,6000,2-3,9000,Jawa Barat
Kota Bandung,Bojongloa Kidul,7000,1-2,6000,2-3,9000,Jawa Barat
Kota Bandung,Panyileukan,7000,1-2,6000,2-3,9000,Jawa Barat
Kota Bandung,Lengkong,7000,1-2,6000,2-3,9000,Jawa Barat
Kabupaten Bandung,Kertasari,7000,1-2,6000,2-3,0,Jawa Barat
Kota Bandung,Arcamanik,7000,1-2,6000,2-3,9000,Jawa Barat
Kabupaten Banggai,Luwuk Utara,59000,3-5,51000,5-7,0,Sulawesi Tengah
Kabupaten Bandung Barat,Cisarua,11000,3-6,10000,4-7,0,Jawa Barat
Kabupaten Bandung Barat,Cihampelas,11000,3-6,10000,4-7,0,Jawa Barat
Kabupaten Bandung,Pasirjambu,11000,3-6,10000,4-7,0,Jawa Barat
Kota Bandung,Kiaracondong,7000,1-2,6000,2-3,9000,Jawa Barat
Kabupaten Bandung Barat,Cililin,11000,3-6,10000,4-7,0,Jawa Barat
Kota Bandung,Rancasari,7000,1-2,6000,2-3,9000,Jawa Barat
Kota Bandung,Cibeunying Kaler,7000,1-2,6000,2-3,9000,Jawa Barat
Kabupaten Bandung Barat,Gununghalu,11000,3-6,10000,4-7,0,Jawa Barat
Kota Bandung,Sukajadi,7000,1-2,6000,2-3,9000,Jawa Barat
